geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
551258950,"Boulder Junction town, Vilas County, Wisconsin",906.0,461.0,445.0,848.0,426.0,422.0,23.0,15.0,8.0,12.0,7.0,5.0,23.0,13.0,10.0,0.0,0.0,0.0,125,8950,55
5512563625,"Plum Lake town, Vilas County, Wisconsin",561.0,322.0,239.0,539.0,309.0,230.0,18.0,11.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,125,63625,55
5512544525,"Lincoln town, Vilas County, Wisconsin",2229.0,1138.0,1091.0,1850.0,932.0,918.0,127.0,71.0,56.0,105.0,51.0,54.0,147.0,84.0,63.0,0.0,0.0,0.0,125,44525,55
5512570725,"St. Germain town, Vilas County, Wisconsin",1885.0,865.0,1020.0,1694.0,788.0,906.0,106.0,47.0,59.0,41.0,19.0,22.0,44.0,11.0,33.0,0.0,0.0,0.0,125,70725,55
551252450,"Arbor Vitae town, Vilas County, Wisconsin",3309.0,1697.0,1612.0,2689.0,1387.0,1302.0,443.0,262.0,181.0,120.0,41.0,79.0,23.0,7.0,16.0,34.0,0.0,34.0,125,2450,55
5502365050,"Prairie du Chien city, Crawford County, Wisconsin",5697.0,3024.0,2673.0,4640.0,2316.0,2324.0,360.0,196.0,164.0,493.0,356.0,137.0,200.0,152.0,48.0,4.0,4.0,0.0,023,65050,55
5502346675,"Lynxville village, Crawford County, Wisconsin",198.0,110.0,88.0,186.0,107.0,79.0,6.0,0.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,023,46675,55
5502349275,"Marietta town, Crawford County, Wisconsin",410.0,222.0,188.0,359.0,188.0,171.0,17.0,17.0,0.0,16.0,9.0,7.0,12.0,2.0,10.0,6.0,6.0,0.0,023,49275,55
5502321900,"Eastman village, Crawford County, Wisconsin",433.0,237.0,196.0,416.0,227.0,189.0,14.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,023,21900,55
5502377175,"Steuben village, Crawford County, Wisconsin",81.0,39.0,42.0,74.0,38.0,36.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,023,77175,55
