geoid,name,total,same_house,moved_within_county,moved_from_different_county_in_same_state,moved_from_different_state,moved_from_abroad,county,county subdivision,state
2403390064,"District 1, Vansville; Prince George's County; Maryland",7068.0,5532.0,826.0,555.0,92.0,63.0,033,90064,24
2403390248,"District 3, Marlboro; Prince George's County; Maryland",674.0,632.0,28.0,3.0,11.0,0.0,033,90248,24
2403390892,"District 10, Laurel; Prince George's County; Maryland",8861.0,7131.0,865.0,495.0,257.0,113.0,033,90892,24
2403391164,"District 13, Kent; Prince George's County; Maryland",4480.0,3796.0,504.0,27.0,135.0,18.0,033,91164,24
2403390524,"District 6, Spauldings; Prince George's County; Maryland",5478.0,4536.0,411.0,50.0,467.0,14.0,033,90524,24
2403390616,"District 7, Queen Anne; Prince George's County; Maryland",3233.0,3070.0,86.0,20.0,46.0,11.0,033,90616,24
2403391440,"District 16, Hyattsville; Prince George's County; Maryland",6184.0,5509.0,505.0,108.0,56.0,6.0,033,91440,24
2403391808,"District 20, Lanham; Prince George's County; Maryland",10530.0,9301.0,1128.0,33.0,16.0,52.0,033,91808,24
2403391900,"District 21, Berwyn; Prince George's County; Maryland",12178.0,9843.0,1425.0,560.0,183.0,167.0,033,91900,24
2403391072,"District 12, Oxon Hill; Prince George's County; Maryland",9423.0,7934.0,361.0,75.0,918.0,135.0,033,91072,24
2403390340,"District 4, Nottingham; Prince George's County; Maryland",427.0,418.0,0.0,9.0,0.0,0.0,033,90340,24
2403390432,"District 5, Piscataway; Prince George's County; Maryland",3672.0,3059.0,103.0,17.0,222.0,271.0,033,90432,24
2403391256,"District 14, Bowie; Prince George's County; Maryland",3133.0,2545.0,461.0,55.0,52.0,20.0,033,91256,24
2403391348,"District 15, Mellwood; Prince George's County; Maryland",1006.0,696.0,202.0,92.0,16.0,0.0,033,91348,24
2403391624,"District 18, Seat Pleasant; Prince George's County; Maryland",3036.0,2087.0,728.0,0.0,199.0,22.0,033,91624,24
2403391532,"District 17, Chillum; Prince George's County; Maryland",44704.0,39131.0,3119.0,761.0,1269.0,424.0,033,91532,24
2403391716,"District 19, Riverdale; Prince George's County; Maryland",9917.0,8392.0,1155.0,35.0,235.0,100.0,033,91716,24
2403390708,"District 8, Aquasco; Prince George's County; Maryland",1.0,1.0,0.0,0.0,0.0,0.0,033,90708,24
2400390008,"District 1, Anne Arundel County, Maryland",6673.0,5490.0,380.0,288.0,422.0,93.0,003,90008,24
2400390284,"District 4, Anne Arundel County, Maryland",7962.0,5566.0,1035.0,598.0,591.0,172.0,003,90284,24
2400390100,"District 2, Anne Arundel County, Maryland",6501.0,5317.0,800.0,98.0,286.0,0.0,003,90100,24
2400390468,"District 6, Anne Arundel County, Maryland",9449.0,7633.0,1012.0,33.0,518.0,253.0,003,90468,24
2400390192,"District 3, Anne Arundel County, Maryland",3223.0,2950.0,246.0,11.0,16.0,0.0,003,90192,24
2400390376,"District 5, Anne Arundel County, Maryland",2993.0,2405.0,226.0,70.0,181.0,111.0,003,90376,24
2400390560,"District 7, Anne Arundel County, Maryland",3695.0,3226.0,250.0,99.0,120.0,0.0,003,90560,24
2400590196,"District 3, Baltimore County, Maryland",2253.0,1654.0,282.0,128.0,182.0,7.0,005,90196,24
2400590288,"District 4, Baltimore County, Maryland",5955.0,4965.0,836.0,17.0,99.0,38.0,005,90288,24
2400590748,"District 9, Baltimore County, Maryland",4686.0,3698.0,359.0,246.0,268.0,115.0,005,90748,24
2400590932,"District 11, Baltimore County, Maryland",1743.0,1561.0,64.0,19.0,82.0,17.0,005,90932,24
2400590564,"District 7, Baltimore County, Maryland",135.0,135.0,0.0,0.0,0.0,0.0,005,90564,24
2400590380,"District 5, Baltimore County, Maryland",148.0,148.0,0.0,0.0,0.0,0.0,005,90380,24
2400590472,"District 6, Baltimore County, Maryland",105.0,89.0,0.0,0.0,16.0,0.0,005,90472,24
