geoid,name,median,county,county subdivision,state
1210190481,"Central Pasco CCD, Pasco County, Florida",75456.0,101,90481,12
1204190130,"Bell CCD, Gilchrist County, Florida",40157.0,041,90130,12
1212191950,"Live Oak CCD, Suwannee County, Florida",40217.0,121,91950,12
1210192860,"Port Richey CCD, Pasco County, Florida",39752.0,101,92860,12
1205593120,"Sebring CCD, Highlands County, Florida",34550.0,055,93120,12
1205591846,"Lake Placid CCD, Highlands County, Florida",36613.0,055,91846,12
1205590091,"Avon Park CCD, Highlands County, Florida",37396.0,055,90091,12
1212190299,"Branford CCD, Suwannee County, Florida",49176.0,121,90299,12
1210190741,"Dade City CCD, Pasco County, Florida",39532.0,101,90741,12
1210192327,"New Port Richey CCD, Pasco County, Florida",46242.0,101,92327,12
1204193432,"Trenton CCD, Gilchrist County, Florida",47914.0,041,93432,12
1212190858,"Dowling Park CCD, Suwannee County, Florida",37356.0,121,90858,12
1212192002,"McAlpin-Wellborn CCD, Suwannee County, Florida",45000.0,121,92002,12
1200191248,"Gainesville CCD, Alachua County, Florida",40048.0,001,91248,12
1200191469,"Hawthorne CCD, Alachua County, Florida",44203.0,001,91469,12
1200192314,"Newberry-Archer CCD, Alachua County, Florida",69322.0,001,92314,12
1200192184,"Micanopy CCD, Alachua County, Florida",47384.0,001,92184,12
1200191495,"High Springs-Alachua CCD, Alachua County, Florida",55809.0,001,91495,12
1200193536,"Waldo CCD, Alachua County, Florida",47165.0,001,93536,12
1202790078,"Arcadia West CCD, DeSoto County, Florida",40833.0,027,90078,12
1202790065,"Arcadia East CCD, DeSoto County, Florida",32200.0,027,90065,12
1201390026,"Altha CCD, Calhoun County, Florida",34359.0,013,90026,12
1201390169,"Blountstown CCD, Calhoun County, Florida",37299.0,013,90169,12
1202391183,"Fort White CCD, Columbia County, Florida",42518.0,023,91183,12
1201592899,"Punta Gorda CCD, Charlotte County, Florida",51956.0,015,92899,12
1201591352,"Grove City-Rotonda CCD, Charlotte County, Florida",47746.0,015,91352,12
1201592834,"Port Charlotte CCD, Charlotte County, Florida",44152.0,015,92834,12
1202392366,"North Columbia CCD, Columbia County, Florida",33722.0,023,92366,12
1202391820,"Lake City CCD, Columbia County, Florida",43930.0,023,91820,12
1202990702,"Cross City South CCD, Dixie County, Florida",38136.0,029,90702,12
1202990689,"Cross City North CCD, Dixie County, Florida",35143.0,029,90689,12
1208593250,"Stuart CCD, Martin County, Florida",56080.0,085,93250,12
1208591586,"Indiantown CCD, Martin County, Florida",56703.0,085,91586,12
1208592873,"Port Salerno-Hobe Sound CCD, Martin County, Florida",54643.0,085,92873,12
1211593484,"Venice CCD, Sarasota County, Florida",51763.0,115,93484,12
1210791612,"Interlachen-Florahome CCD, Putnam County, Florida",35129.0,107,91612,12
1210790663,"Crescent City CCD, Putnam County, Florida",32115.0,107,90663,12
1210792574,"Palatka CCD, Putnam County, Florida",30374.0,107,92574,12
1211591599,"Interior County CCD, Sarasota County, Florida",66749.0,115,91599,12
1210790923,"East Palatka CCD, Putnam County, Florida",37507.0,107,90923,12
1211590975,"Englewood CCD, Sarasota County, Florida",47938.0,115,90975,12
1211591963,"Longboat Key CCD, Sarasota County, Florida",124355.0,115,91963,12
1211592431,"North Port CCD, Sarasota County, Florida",53085.0,115,92431,12
1211593107,"Sarasota CCD, Sarasota County, Florida",54416.0,115,93107,12
1212592925,"Raiford CCD, Union County, Florida",39345.0,125,92925,12
1212591807,"Lake Butler CCD, Union County, Florida",37143.0,125,91807,12
1212593731,"Worthington Springs CCD, Union County, Florida",36615.0,125,93731,12
1205393230,"Spring Hill CCD, Hernando County, Florida",44688.0,053,93230,12
1212790832,"DeLand CCD, Volusia County, Florida",43150.0,127,90832,12
1201191417,"Hallandale Beach CCD, Broward County, Florida",36263.0,011,91417,12
1205191781,"LaBelle CCD, Hendry County, Florida",39823.0,051,91781,12
1212790793,"DeBary-Orange City CCD, Volusia County, Florida",45346.0,127,90793,12
1211392218,"Midway CCD, Santa Rosa County, Florida",63732.0,113,92218,12
1211393659,"Whiting Field CCD, Santa Rosa County, Florida",-666666666.0,113,93659,12
1211393127,"Skyline CCD, Santa Rosa County, Florida",57663.0,113,93127,12
1211392309,"Navarre Beach CCD, Santa Rosa County, Florida",77358.0,113,92309,12
1211391500,"Holley-Navarre CCD, Santa Rosa County, Florida",68699.0,113,91500,12
1212990949,"East Wakulla CCD, Wakulla County, Florida",62166.0,129,90949,12
1213390442,"Caryville CCD, Washington County, Florida",35833.0,133,90442,12
1213393497,"Vernon CCD, Washington County, Florida",35829.0,133,93497,12
1212993627,"West Wakulla CCD, Wakulla County, Florida",44976.0,129,93627,12
1213390546,"Chipley CCD, Washington County, Florida",40795.0,133,90546,12
1200793237,"Starke CCD, Bradford County, Florida",42755.0,007,93237,12
1200790312,"Brooker CCD, Bradford County, Florida",39904.0,007,90312,12
1200791430,"Hampton CCD, Bradford County, Florida",55273.0,007,91430,12
1200791898,"Lawtey CCD, Bradford County, Florida",44938.0,007,91898,12
1200992106,"Melbourne CCD, Brevard County, Florida",49649.0,009,92106,12
1200993224,"Space Center CCD, Brevard County, Florida",-666666666.0,009,93224,12
1200993419,"Titusville CCD, Brevard County, Florida",47697.0,009,93419,12
1200990624,"Cocoa-Rockledge CCD, Brevard County, Florida",54093.0,009,90624,12
1200992119,"Melbourne Shores-Floridana Beach CCD, Brevard County, Florida",68000.0,009,92119,12
1200992132,"Merritt Island CCD, Brevard County, Florida",59133.0,009,92132,12
1200990611,"Cocoa Beach-Cape Canaveral CCD, Brevard County, Florida",49727.0,009,90611,12
1200992587,"Palm Bay CCD, Brevard County, Florida",45953.0,009,92587,12
1200991573,"Indialantic-Melbourne Beach CCD, Brevard County, Florida",66633.0,009,91573,12
1200992028,"Malabar CCD, Brevard County, Florida",42203.0,009,92028,12
1200993588,"West Brevard CCD, Brevard County, Florida",77593.0,009,93588,12
1201992509,"Orange Park CCD, Clay County, Florida",64486.0,019,92509,12
1201992197,"Middleburg-Clay Hill CCD, Clay County, Florida",64389.0,019,92197,12
1201992678,"Penney Farms CCD, Clay County, Florida",65160.0,019,92678,12
1201991300,"Green Cove Springs CCD, Clay County, Florida",52680.0,019,91300,12
1201991742,"Keystone Heights CCD, Clay County, Florida",50016.0,019,91742,12
1206790767,"Day CCD, Lafayette County, Florida",42015.0,067,90767,12
1206792093,"Mayo CCD, Lafayette County, Florida",39688.0,067,92093,12
1206991235,"Fruitland Park-Lady Lake CCD, Lake County, Florida",42727.0,069,91235,12
1206991365,"Groveland-Mascotte CCD, Lake County, Florida",53880.0,069,91365,12
1206991924,"Leesburg East CCD, Lake County, Florida",42363.0,069,91924,12
1206991014,"Eustis CCD, Lake County, Florida",45290.0,069,91014,12
1206990585,"Clermont CCD, Lake County, Florida",60006.0,069,90585,12
1206991541,"Howey-in-the-Hills-Okahumpka CCD, Lake County, Florida",50606.0,069,91541,12
1206993445,"Umatilla CCD, Lake County, Florida",45724.0,069,93445,12
1206993393,"Tavares CCD, Lake County, Florida",43252.0,069,93393,12
1206991911,"Leesburg CCD, Lake County, Florida",36999.0,069,91911,12
1206992262,"Mount Dora CCD, Lake County, Florida",60690.0,069,92262,12
1208993757,"Yulee CCD, Nassau County, Florida",70929.0,089,93757,12
1208990364,"Callahan-Hilliard CCD, Nassau County, Florida",60607.0,089,90364,12
1208991079,"Fernandina Beach CCD, Nassau County, Florida",63069.0,089,91079,12
1210390572,"Clearwater CCD, Pinellas County, Florida",46106.0,103,90572,12
1210393042,"St. Petersburg CCD, Pinellas County, Florida",47386.0,103,93042,12
1210393380,"Tarpon Springs CCD, Pinellas County, Florida",57181.0,103,93380,12
1210393036,"St. Pete Beach CCD, Pinellas County, Florida",69691.0,103,93036,12
1210390182,"Boca Ciega CCD, Pinellas County, Florida",52383.0,103,90182,12
1210591209,"Frostproof CCD, Polk County, Florida",40958.0,105,91209,12
1210591833,"Lakeland CCD, Polk County, Florida",47526.0,105,91833,12
1210591404,"Haines City CCD, Polk County, Florida",46945.0,105,91404,12
1210591859,"Lake Wales CCD, Polk County, Florida",41142.0,105,91859,12
1210590117,"Bartow CCD, Polk County, Florida",50052.0,105,90117,12
1210593718,"Winter Haven-Auburndale CCD, Polk County, Florida",42697.0,105,93718,12
1211193620,"West St. Lucie CCD, St. Lucie County, Florida",40717.0,111,93620,12
1211191157,"Fort Pierce CCD, St. Lucie County, Florida",36673.0,111,91157,12
1211191547,"Hutchinson Island CCD, St. Lucie County, Florida",51787.0,111,91547,12
1211192866,"Port St. Lucie CCD, St. Lucie County, Florida",55384.0,111,92866,12
1204392379,"Northeast Glades CCD, Glades County, Florida",38182.0,043,92379,12
1204393185,"Southwest Glades CCD, Glades County, Florida",37002.0,043,93185,12
1205190598,"Clewiston CCD, Hendry County, Florida",36367.0,051,90598,12
1206191066,"Fellsmere CCD, Indian River County, Florida",42440.0,061,91066,12
1206193510,"Vero Beach CCD, Indian River County, Florida",50325.0,061,93510,12
1206390013,"Alford CCD, Jackson County, Florida",36902.0,063,90013,12
1206390650,"Cottondale CCD, Jackson County, Florida",39600.0,063,90650,12
1206392067,"Marianna CCD, Jackson County, Florida",35772.0,063,92067,12
1206391287,"Graceville CCD, Jackson County, Florida",42170.0,063,91287,12
1206393133,"Sneads CCD, Jackson County, Florida",35566.0,063,93133,12
1206392041,"Malone CCD, Jackson County, Florida",36925.0,063,92041,12
1206390377,"Campbellton CCD, Jackson County, Florida",30381.0,063,90377,12
1206391339,"Greenwood CCD, Jackson County, Florida",39750.0,063,91339,12
1206390728,"Cypress CCD, Jackson County, Florida",38726.0,063,90728,12
1209990143,"Belle Glade-Pahokee CCD, Palm Beach County, Florida",26110.0,099,90143,12
1209990260,"Boynton Beach-Delray Beach CCD, Palm Beach County, Florida",53088.0,099,90260,12
1209992990,"Royal Palm Beach-West Jupiter CCD, Palm Beach County, Florida",74407.0,099,92990,12
1209991274,"Glades CCD, Palm Beach County, Florida",15461.0,099,91274,12
1209990208,"Boca Raton CCD, Palm Beach County, Florida",74501.0,099,90208,12
1209993276,"Sunshine Parkway CCD, Palm Beach County, Florida",77827.0,099,93276,12
1209991690,"Jupiter CCD, Palm Beach County, Florida",78872.0,099,91690,12
1209991872,"Lake Worth CCD, Palm Beach County, Florida",42252.0,099,91872,12
1209992977,"Riviera Beach CCD, Palm Beach County, Florida",55753.0,099,92977,12
1209993614,"West Palm Beach CCD, Palm Beach County, Florida",42911.0,099,93614,12
1210991443,"Hastings CCD, St. Johns County, Florida",47426.0,109,91443,12
1210991222,"Fruit Cove CCD, St. Johns County, Florida",106477.0,109,91222,12
1210992080,"Matanzas CCD, St. Johns County, Florida",51143.0,109,92080,12
1210992795,"Ponte Vedra CCD, St. Johns County, Florida",97869.0,109,92795,12
1210993016,"St. Augustine CCD, St. Johns County, Florida",68168.0,109,93016,12
1211790455,"Casselberry-Altamonte Springs CCD, Seminole County, Florida",55643.0,117,90455,12
1211793081,"Sanford CCD, Seminole County, Florida",60742.0,117,93081,12
1211792548,"Oviedo CCD, Seminole County, Florida",77500.0,117,92548,12
1208691040,"Everglades CCD, Miami-Dade County, Florida",71692.0,086,91040,12
1208692158,"Miami CCD, Miami-Dade County, Florida",39785.0,086,92158,12
1208691729,"Key Biscayne CCD, Miami-Dade County, Florida",128563.0,086,91729,12
1208691534,"Homestead CCD, Miami-Dade County, Florida",42134.0,086,91534,12
1208692171,"Miami Beach CCD, Miami-Dade County, Florida",51701.0,086,92171,12
1208692470,"North Westside CCD, Miami-Dade County, Florida",51426.0,086,92470,12
1208693211,"South Westside CCD, Miami-Dade County, Florida",51577.0,086,93211,12
1201790715,"Crystal River CCD, Citrus County, Florida",43729.0,017,90715,12
1208192652,"Parrish CCD, Manatee County, Florida",77519.0,081,92652,12
1208190273,"Bradenton CCD, Manatee County, Florida",47633.0,081,90273,12
1208192600,"Palmetto CCD, Manatee County, Florida",48271.0,081,92600,12
1201791625,"Inverness CCD, Citrus County, Florida",37214.0,017,91625,12
1207593679,"Williston-Bronson CCD, Levy County, Florida",39994.0,075,93679,12
1207590533,"Chiefland CCD, Levy County, Florida",34006.0,075,90533,12
1207590468,"Cedar Key-Yankeetown CCD, Levy County, Florida",31127.0,075,90468,12
1200393068,"Sanderson CCD, Baker County, Florida",49084.0,003,93068,12
1211391664,"Jay CCD, Santa Rosa County, Florida",52660.0,113,91664,12
1211392561,"Pace CCD, Santa Rosa County, Florida",67474.0,113,92561,12
1200392009,"Macclenny CCD, Baker County, Florida",62853.0,003,92009,12
1212792340,"New Smyrna Beach CCD, Volusia County, Florida",47505.0,127,92340,12
1212790494,"Central Volusia CCD, Volusia County, Florida",65625.0,127,90494,12
1211392223,"Milton CCD, Santa Rosa County, Florida",53049.0,113,92223,12
1212790780,"Daytona Beach CCD, Volusia County, Florida",24967.0,127,90780,12
1212792418,"North Peninsula CCD, Volusia County, Florida",41351.0,127,92418,12
1212792730,"Pierson-Seville CCD, Volusia County, Florida",44983.0,127,92730,12
1212790845,"Deltona CCD, Volusia County, Florida",46710.0,127,90845,12
1212793159,"South Peninsula CCD, Volusia County, Florida",55366.0,127,93159,12
1212792535,"Ormond Beach CCD, Volusia County, Florida",44602.0,127,92535,12
1212792847,"Port Orange CCD, Volusia County, Florida",41358.0,127,92847,12
