geoid,name,median,county,county subdivision,state
0803991190,"Elizabeth CCD, Elbert County, Colorado",98216.0,039,91190,08
0803990019,"Agate CCD, Elbert County, Colorado",71786.0,039,90019,08
0807191976,"Kim CCD, Las Animas County, Colorado",50625.0,071,91976,08
0803993325,"Simla CCD, Elbert County, Colorado",56087.0,039,93325,08
0807192508,"Model CCD, Las Animas County, Colorado",58229.0,071,92508,08
0807190361,"Branson CCD, Las Animas County, Colorado",58750.0,071,90361,08
0807190038,"Aguilar CCD, Las Animas County, Colorado",47679.0,071,90038,08
0807193838,"Weston CCD, Las Animas County, Colorado",53194.0,071,93838,08
0807193648,"Trinidad CCD, Las Animas County, Colorado",46250.0,071,93648,08
0812593952,"Yuma CCD, Yuma County, Colorado",47326.0,125,93952,08
0812593914,"Wray CCD, Yuma County, Colorado",48237.0,125,93914,08
0807391824,"Hugo CCD, Lincoln County, Colorado",43977.0,073,91824,08
0810793933,"Yampa CCD, Routt County, Colorado",47386.0,107,93933,08
0810791729,"Hayden CCD, Routt County, Colorado",62786.0,107,91729,08
0810793496,"Steamboat Springs CCD, Routt County, Colorado",72625.0,107,93496,08
0810792717,"Oak Creek CCD, Routt County, Colorado",56858.0,107,92717,08
0811793287,"Silverthorne CCD, Summit County, Colorado",72723.0,117,93287,08
0811790380,"Breckenridge CCD, Summit County, Colorado",76740.0,117,90380,08
0807390133,"Arriba CCD, Lincoln County, Colorado",59583.0,073,90133,08
0807391919,"Karval CCD, Lincoln County, Colorado",41705.0,073,91919,08
0807392261,"Limon CCD, Lincoln County, Colorado",47000.0,073,92261,08
0801991843,"Idaho Springs CCD, Clear Creek County, Colorado",71848.0,019,91843,08
0801991463,"Georgetown CCD, Clear Creek County, Colorado",58333.0,019,91463,08
0800392584,"Mosca-Hooper CCD, Alamosa County, Colorado",48125.0,003,92584,08
0800390076,"Alamosa CCD, Alamosa County, Colorado",44461.0,003,90076,08
0802990988,"Delta CCD, Delta County, Colorado",45027.0,029,90988,08
0802992831,"Paonia CCD, Delta County, Colorado",42557.0,029,92831,08
0802990532,"Cedaredge CCD, Delta County, Colorado",42351.0,029,90532,08
0802991786,"Hotchkiss CCD, Delta County, Colorado",50525.0,029,91786,08
0804390836,"Cotopaxi CCD, Fremont County, Colorado",53266.0,043,90836,08
0804392888,"Penrose-Portland CCD, Fremont County, Colorado",58194.0,043,92888,08
0804391311,"Florence CCD, Fremont County, Colorado",42429.0,043,91311,08
0810192983,"Pueblo CCD, Pueblo County, Colorado",39498.0,101,92983,08
0810190722,"Colorado City-Rye CCD, Pueblo County, Colorado",58864.0,101,90722,08
0810191805,"Huerfano Valley CCD, Pueblo County, Colorado",41693.0,101,91805,08
0810193154,"St. Charles Mesa CCD, Pueblo County, Colorado",64708.0,101,93154,08
0810193002,"Pueblo West CCD, Pueblo County, Colorado",66605.0,101,93002,08
0810190209,"Avondale CCD, Pueblo County, Colorado",63417.0,101,90209,08
0810192660,"Northeast Pueblo CCD, Pueblo County, Colorado",46607.0,101,92660,08
0808592546,"Montrose CCD, Montrose County, Colorado",46594.0,085,92546,08
0808592698,"Nucla CCD, Montrose County, Colorado",45865.0,085,92698,08
0808592736,"Olathe CCD, Montrose County, Colorado",45667.0,085,92736,08
0808793781,"Weldona CCD, Morgan County, Colorado",55208.0,087,93781,08
0808790418,"Brush CCD, Morgan County, Colorado",54871.0,087,90418,08
0808791368,"Fort Morgan CCD, Morgan County, Colorado",54375.0,087,91368,08
0808793876,"Wiggins CCD, Morgan County, Colorado",53209.0,087,93876,08
0809391254,"Fairplay CCD, Park County, Colorado",62110.0,093,91254,08
0809392128,"Lake George CCD, Park County, Colorado",46393.0,093,92128,08
0810990551,"Center CCD, Saguache County, Colorado",53854.0,109,90551,08
0810990684,"Cochetopa CCD, Saguache County, Colorado",53611.0,109,90684,08
0810993135,"Saguache CCD, Saguache County, Colorado",32341.0,109,93135,08
0807791425,"Fruita CCD, Mesa County, Colorado",62298.0,077,91425,08
0807790665,"Clifton CCD, Mesa County, Colorado",45791.0,077,90665,08
0807791596,"Grand Junction CCD, Mesa County, Colorado",51999.0,077,91596,08
0807790950,"De Beque CCD, Mesa County, Colorado",58194.0,077,90950,08
0807790703,"Collbran CCD, Mesa County, Colorado",70317.0,077,90703,08
0807791501,"Glade Park-Gateway CCD, Mesa County, Colorado",79500.0,077,91501,08
