geoid,name,total,same_house,moved_within_county,moved_from_different_county_in_same_state,moved_from_different_state,moved_from_abroad,county,county subdivision,state
5103196087,"Timberlake district, Campbell County, Virginia",6804.0,6079.0,188.0,383.0,126.0,28.0,031,96087,51
5103190968,"Concord district, Campbell County, Virginia",6578.0,6044.0,115.0,373.0,46.0,0.0,031,90968,51
5103195623,"Seneca district, Campbell County, Virginia",6198.0,5062.0,793.0,271.0,61.0,11.0,031,95623,51
5103190504,"Brookneal district, Campbell County, Virginia",4894.0,4530.0,177.0,95.0,74.0,18.0,031,90504,51
5103195503,"Rustburg district, Campbell County, Virginia",6736.0,6288.0,146.0,185.0,117.0,0.0,031,95503,51
5108796119,"Tuckahoe district, Henrico County, Virginia",48386.0,42154.0,3260.0,2118.0,787.0,67.0,087,96119,51
5108793511,"Fairfield district, Henrico County, Virginia",17225.0,14793.0,1467.0,758.0,166.0,41.0,087,93511,51
5108796079,"Three Chopt district, Henrico County, Virginia",43478.0,37356.0,2725.0,2027.0,1079.0,291.0,087,96079,51
5108993975,"Iriswood district, Henry County, Virginia",4962.0,4558.0,218.0,177.0,9.0,0.0,089,93975,51
5108790496,"Brookland district, Henrico County, Virginia",40819.0,34919.0,3006.0,2242.0,560.0,92.0,087,90496,51
5108796175,"Varina district, Henrico County, Virginia",23954.0,21723.0,1156.0,971.0,104.0,0.0,087,96175,51
5108990944,"Collinsville district, Henry County, Virginia",6494.0,5793.0,529.0,90.0,82.0,0.0,089,90944,51
5108995263,"Reed Creek district, Henry County, Virginia",6274.0,5520.0,393.0,258.0,103.0,0.0,089,95263,51
5108990288,"Blackberry district, Henry County, Virginia",6514.0,5717.0,423.0,304.0,70.0,0.0,089,90288,51
5108995295,"Ridgeway district, Henry County, Virginia",6841.0,6414.0,247.0,95.0,85.0,0.0,089,95295,51
5108993919,"Horsepasture district, Henry County, Virginia",5173.0,4851.0,106.0,176.0,40.0,0.0,089,93919,51
5109991080,"Dahlgren district, King George County, Virginia",3271.0,2714.0,187.0,143.0,187.0,40.0,099,91080,51
5109994039,"James Monroe district, King George County, Virginia",7065.0,6364.0,252.0,168.0,276.0,5.0,099,94039,51
5109995687,"Shiloh district, King George County, Virginia",3557.0,3240.0,133.0,27.0,133.0,24.0,099,95687,51
5109994031,"James Madison district, King George County, Virginia",4751.0,4080.0,122.0,356.0,193.0,0.0,099,94031,51
5110196327,"West Point district, King William County, Virginia",4085.0,3805.0,78.0,175.0,27.0,0.0,101,96327,51
5110190016,"Acquinton district, King William County, Virginia",5635.0,5034.0,90.0,445.0,66.0,0.0,101,90016,51
5110194479,"Mangohick district, King William County, Virginia",2556.0,2357.0,52.0,56.0,91.0,0.0,101,94479,51
5110994759,"Mountain Road district, Louisa County, Virginia",2646.0,2590.0,0.0,18.0,38.0,0.0,109,94759,51
5110995015,"Patrick Henry district, Louisa County, Virginia",3200.0,2975.0,118.0,70.0,29.0,8.0,109,95015,51
5110994375,"Louisa district, Louisa County, Virginia",3993.0,3362.0,333.0,136.0,162.0,0.0,109,94375,51
5110994711,"Mineral district, Louisa County, Virginia",3439.0,3056.0,201.0,162.0,20.0,0.0,109,94711,51
5110991040,"Cuckoo district, Louisa County, Virginia",3021.0,2628.0,148.0,174.0,71.0,0.0,109,91040,51
5110993767,"Green Spring district, Louisa County, Virginia",5847.0,4743.0,453.0,523.0,128.0,0.0,109,93767,51
5110993999,"Jackson district, Louisa County, Virginia",4581.0,3836.0,245.0,469.0,31.0,0.0,109,93999,51
5111590808,"Chesapeake district, Mathews County, Virginia",1488.0,1276.0,102.0,62.0,48.0,0.0,115,90808,51
5111596335,"Westville district, Mathews County, Virginia",2750.0,2431.0,158.0,159.0,2.0,0.0,115,96335,51
5111595055,"Piankatank district, Mathews County, Virginia",3233.0,2966.0,57.0,203.0,7.0,0.0,115,95055,51
5111994023,"Jamaica district, Middlesex County, Virginia",1616.0,1520.0,38.0,27.0,31.0,0.0,119,94023,51
5111995079,"Pine Top district, Middlesex County, Virginia",3683.0,3350.0,117.0,186.0,30.0,0.0,119,95079,51
5111995559,"Saluda district, Middlesex County, Virginia",2970.0,2678.0,56.0,168.0,68.0,0.0,119,95559,51
5114792593,"District 501, Prince Edward County, Virginia",1757.0,1693.0,32.0,32.0,0.0,0.0,147,92593,51
5114792613,"District 701, Prince Edward County, Virginia",1192.0,1034.0,56.0,48.0,44.0,10.0,147,92613,51
5114792583,"District 401, Prince Edward County, Virginia",2265.0,1895.0,34.0,240.0,84.0,12.0,147,92583,51
5114792563,"District 201, Prince Edward County, Virginia",1332.0,1193.0,36.0,103.0,0.0,0.0,147,92563,51
5114792623,"District 801, Prince Edward County, Virginia",1256.0,999.0,26.0,210.0,12.0,9.0,147,92623,51
5114792603,"District 601, Prince Edward County, Virginia",900.0,900.0,0.0,0.0,0.0,0.0,147,92603,51
5114792573,"District 301, Prince Edward County, Virginia",2030.0,1895.0,0.0,39.0,81.0,15.0,147,92573,51
5114792553,"District 101, Prince Edward County, Virginia",3312.0,2289.0,225.0,723.0,75.0,0.0,147,92553,51
5114990352,"Bland district, Prince George County, Virginia",9085.0,7173.0,222.0,718.0,885.0,87.0,149,90352,51
5114990328,"Blackwater district, Prince George County, Virginia",2645.0,2463.0,29.0,123.0,30.0,0.0,149,90328,51
5114990472,"Brandon district, Prince George County, Virginia",1062.0,887.0,0.0,175.0,0.0,0.0,149,90472,51
5114995343,"Rives district, Prince George County, Virginia",4687.0,4114.0,73.0,179.0,321.0,0.0,149,95343,51
5114996063,"Templeton district, Prince George County, Virginia",3264.0,3067.0,80.0,96.0,21.0,0.0,149,96063,51
5115991271,"District 1, Richmond County, Virginia",460.0,460.0,0.0,0.0,0.0,0.0,159,91271,51
