geoid,name,total,native,foreign_born,county,county subdivision,state
0803991190,"Elizabeth CCD, Elbert County, Colorado",22434.0,21659.0,775.0,039,91190,08
0803990019,"Agate CCD, Elbert County, Colorado",620.0,583.0,37.0,039,90019,08
0807191976,"Kim CCD, Las Animas County, Colorado",340.0,340.0,0.0,071,91976,08
0803993325,"Simla CCD, Elbert County, Colorado",1499.0,1480.0,19.0,039,93325,08
0807192508,"Model CCD, Las Animas County, Colorado",548.0,509.0,39.0,071,92508,08
0807190361,"Branson CCD, Las Animas County, Colorado",188.0,185.0,3.0,071,90361,08
0807190038,"Aguilar CCD, Las Animas County, Colorado",1019.0,961.0,58.0,071,90038,08
0807193838,"Weston CCD, Las Animas County, Colorado",1237.0,1201.0,36.0,071,93838,08
0807193648,"Trinidad CCD, Las Animas County, Colorado",10819.0,10263.0,556.0,071,93648,08
0812593952,"Yuma CCD, Yuma County, Colorado",5101.0,4530.0,571.0,125,93952,08
0812593914,"Wray CCD, Yuma County, Colorado",4005.0,3676.0,329.0,125,93914,08
0807391824,"Hugo CCD, Lincoln County, Colorado",981.0,973.0,8.0,073,91824,08
0810793933,"Yampa CCD, Routt County, Colorado",851.0,831.0,20.0,107,93933,08
0810791729,"Hayden CCD, Routt County, Colorado",2570.0,2501.0,69.0,107,91729,08
0810793496,"Steamboat Springs CCD, Routt County, Colorado",17678.0,16387.0,1291.0,107,93496,08
0810792717,"Oak Creek CCD, Routt County, Colorado",3260.0,3214.0,46.0,107,92717,08
0811793287,"Silverthorne CCD, Summit County, Colorado",12263.0,9981.0,2282.0,117,93287,08
0811790380,"Breckenridge CCD, Summit County, Colorado",17459.0,16698.0,761.0,117,90380,08
0807390133,"Arriba CCD, Lincoln County, Colorado",334.0,326.0,8.0,073,90133,08
0807391919,"Karval CCD, Lincoln County, Colorado",505.0,485.0,20.0,073,91919,08
0807392261,"Limon CCD, Lincoln County, Colorado",3700.0,3477.0,223.0,073,92261,08
0801991843,"Idaho Springs CCD, Clear Creek County, Colorado",6754.0,6545.0,209.0,019,91843,08
0801991463,"Georgetown CCD, Clear Creek County, Colorado",2503.0,2430.0,73.0,019,91463,08
0800392584,"Mosca-Hooper CCD, Alamosa County, Colorado",1090.0,1022.0,68.0,003,92584,08
0800390076,"Alamosa CCD, Alamosa County, Colorado",15255.0,13666.0,1589.0,003,90076,08
0802990988,"Delta CCD, Delta County, Colorado",13999.0,13239.0,760.0,029,90988,08
0802992831,"Paonia CCD, Delta County, Colorado",3567.0,3510.0,57.0,029,92831,08
0802990532,"Cedaredge CCD, Delta County, Colorado",7869.0,7566.0,303.0,029,90532,08
0802991786,"Hotchkiss CCD, Delta County, Colorado",4782.0,4592.0,190.0,029,91786,08
0804390836,"Cotopaxi CCD, Fremont County, Colorado",3471.0,3395.0,76.0,043,90836,08
0804392888,"Penrose-Portland CCD, Fremont County, Colorado",3860.0,3822.0,38.0,043,92888,08
0804391311,"Florence CCD, Fremont County, Colorado",9562.0,8992.0,570.0,043,91311,08
0810192983,"Pueblo CCD, Pueblo County, Colorado",115330.0,110405.0,4925.0,101,92983,08
0810190722,"Colorado City-Rye CCD, Pueblo County, Colorado",4372.0,4289.0,83.0,101,90722,08
0810191805,"Huerfano Valley CCD, Pueblo County, Colorado",717.0,702.0,15.0,101,91805,08
0810193154,"St. Charles Mesa CCD, Pueblo County, Colorado",8728.0,8584.0,144.0,101,93154,08
0810193002,"Pueblo West CCD, Pueblo County, Colorado",30961.0,29846.0,1115.0,101,93002,08
0810190209,"Avondale CCD, Pueblo County, Colorado",2766.0,2684.0,82.0,101,90209,08
0810192660,"Northeast Pueblo CCD, Pueblo County, Colorado",494.0,483.0,11.0,101,92660,08
0808592546,"Montrose CCD, Montrose County, Colorado",31696.0,29683.0,2013.0,085,92546,08
0808592698,"Nucla CCD, Montrose County, Colorado",2203.0,2153.0,50.0,085,92698,08
0808592736,"Olathe CCD, Montrose County, Colorado",7009.0,6317.0,692.0,085,92736,08
0808793781,"Weldona CCD, Morgan County, Colorado",851.0,838.0,13.0,087,93781,08
0808790418,"Brush CCD, Morgan County, Colorado",8194.0,7792.0,402.0,087,90418,08
0808791368,"Fort Morgan CCD, Morgan County, Colorado",16185.0,13136.0,3049.0,087,91368,08
0808793876,"Wiggins CCD, Morgan County, Colorado",2893.0,2655.0,238.0,087,93876,08
0809391254,"Fairplay CCD, Park County, Colorado",14374.0,13855.0,519.0,093,91254,08
0809392128,"Lake George CCD, Park County, Colorado",2526.0,2425.0,101.0,093,92128,08
0810990551,"Center CCD, Saguache County, Colorado",2951.0,2429.0,522.0,109,90551,08
0810990684,"Cochetopa CCD, Saguache County, Colorado",159.0,159.0,0.0,109,90684,08
0810993135,"Saguache CCD, Saguache County, Colorado",3228.0,2992.0,236.0,109,93135,08
0807791425,"Fruita CCD, Mesa County, Colorado",24274.0,23452.0,822.0,077,91425,08
0807790665,"Clifton CCD, Mesa County, Colorado",28690.0,28045.0,645.0,077,90665,08
0807791596,"Grand Junction CCD, Mesa County, Colorado",87607.0,83785.0,3822.0,077,91596,08
0807790950,"De Beque CCD, Mesa County, Colorado",901.0,867.0,34.0,077,90950,08
0807790703,"Collbran CCD, Mesa County, Colorado",2153.0,2110.0,43.0,077,90703,08
0807791501,"Glade Park-Gateway CCD, Mesa County, Colorado",2250.0,2239.0,11.0,077,91501,08
0809991558,"Granada CCD, Prowers County, Colorado",807.0,699.0,108.0,099,91558,08
