B19013H_001E,name,county,county subdivision,state
33772.0,"Town Creek CCD, Marshall County, Alabama",095,93150,01
43354.0,"Guntersville CCD, Marshall County, Alabama",095,91458,01
59457.0,"Hayden CCD, Blount County, Alabama",009,91557,01
43953.0,"Locust Fork CCD, Blount County, Alabama",009,91953,01
39821.0,"Brooksville CCD, Blount County, Alabama",009,90414,01
47019.0,"Cleveland CCD, Blount County, Alabama",009,90639,01
47803.0,"Clarence CCD, Blount County, Alabama",009,90612,01
40579.0,"Blountsville CCD, Blount County, Alabama",009,90333,01
51057.0,"Oneonta CCD, Blount County, Alabama",009,92439,01
54538.0,"Headland-Newville CCD, Henry County, Alabama",067,91584,01
42723.0,"Shorterville CCD, Henry County, Alabama",067,92907,01
48478.0,"Haleburg CCD, Henry County, Alabama",067,91485,01
96789.0,"Madison CCD, Madison County, Alabama",089,92052,01
56023.0,"Abbeville CCD, Henry County, Alabama",067,90009,01
65991.0,"New Market CCD, Madison County, Alabama",089,92358,01
104772.0,"Gurley CCD, Madison County, Alabama",089,91467,01
53333.0,"Madison Crossroads CCD, Madison County, Alabama",089,92061,01
66646.0,"New Hope CCD, Madison County, Alabama",089,92349,01
66413.0,"Huntsville CCD, Madison County, Alabama",089,91674,01
45437.0,"Alexander City CCD, Tallapoosa County, Alabama",123,90063,01
49688.0,"Hazel Green CCD, Madison County, Alabama",089,91575,01
55156.0,"Marbury CCD, Autauga County, Alabama",001,92106,01
48831.0,"Billingsley CCD, Autauga County, Alabama",001,90315,01
63823.0,"Prattville CCD, Autauga County, Alabama",001,92628,01
57868.0,"Autaugaville CCD, Autauga County, Alabama",001,90171,01
53456.0,"Tallassee CCD, Tallapoosa County, Alabama",123,93096,01
56398.0,"Dadeville CCD, Tallapoosa County, Alabama",123,90819,01
50066.0,"New Site CCD, Tallapoosa County, Alabama",123,92367,01
26833.0,"Camp Hill CCD, Tallapoosa County, Alabama",123,90468,01
44880.0,"Hartford CCD, Geneva County, Alabama",061,91530,01
31054.0,"Samson CCD, Geneva County, Alabama",061,92835,01
36412.0,"Geneva CCD, Geneva County, Alabama",061,91305,01
63929.0,"Bellwood-Coffee Springs CCD, Geneva County, Alabama",061,90252,01
43324.0,"Slocomb CCD, Geneva County, Alabama",061,92952,01
-666666666.0,"Alberta CCD, Wilcox County, Alabama",131,90045,01
28854.0,"Pine Apple CCD, Wilcox County, Alabama",131,92574,01
39464.0,"Camden CCD, Wilcox County, Alabama",131,90459,01
46442.0,"Pine Hill CCD, Wilcox County, Alabama",131,92583,01
45114.0,"Coy-Fatama CCD, Wilcox County, Alabama",131,90756,01
64844.0,"Aliceville CCD, Pickens County, Alabama",107,90072,01
62523.0,"Tanner Williams CCD, Mobile County, Alabama",097,93105,01
44583.0,"Northeast Fayette CCD, Fayette County, Alabama",057,92380,01
44402.0,"Winfield-Glen Allen CCD, Fayette County, Alabama",057,93495,01
44119.0,"Valley CCD, Chambers County, Alabama",017,93272,01
42698.0,"Jackson CCD, Clarke County, Alabama",025,91726,01
55938.0,"Walker Springs CCD, Clarke County, Alabama",025,93362,01
59950.0,"Smiths Station CCD, Lee County, Alabama",081,92962,01
66406.0,"Mosses CCD, Lowndes County, Alabama",085,92245,01
52143.0,"Greensboro Northeast CCD, Hale County, Alabama",065,91414,01
-666666666.0,"Warriorstand-Creek Stand CCD, Macon County, Alabama",087,93376,01
99583.0,"Newbern CCD, Hale County, Alabama",065,92345,01
-666666666.0,"Greensboro South CCD, Hale County, Alabama",065,91415,01
50543.0,"Tuskegee CCD, Macon County, Alabama",087,93230,01
68264.0,"Renfroe-Laniers CCD, Talladega County, Alabama",121,92709,01
37014.0,"Quinton-Wegra CCD, Walker County, Alabama",127,92642,01
53427.0,"Rose Hill-Gantt CCD, Covington County, Alabama",039,92781,01
60998.0,"Alexandria-Webster Chapel CCD, Calhoun County, Alabama",015,90066,01
39550.0,"Spring Garden CCD, Cherokee County, Alabama",019,92983,01
63779.0,"Concord-Rock Creek CCD, Jefferson County, Alabama",073,90722,01
79219.0,"Redstone Arsenal CCD, Madison County, Alabama",089,92695,01
100613.0,"Triana CCD, Madison County, Alabama",089,93176,01
33750.0,"Selmont-Tyler CCD, Dallas County, Alabama",047,92883,01
32172.0,"Haleyville CCD, Winston County, Alabama",133,91494,01
42348.0,"Addison CCD, Winston County, Alabama",133,90027,01
38661.0,"Lynn CCD, Winston County, Alabama",133,92025,01
32933.0,"Double Springs CCD, Winston County, Alabama",133,90909,01
64418.0,"Springville CCD, St. Clair County, Alabama",115,92988,01
48986.0,"Pell City CCD, St. Clair County, Alabama",115,92511,01
49536.0,"Robertsdale CCD, Baldwin County, Alabama",003,92754,01
42378.0,"Stockton CCD, Baldwin County, Alabama",003,93024,01
80539.0,"Daphne CCD, Baldwin County, Alabama",003,90846,01
63744.0,"Fairhope CCD, Baldwin County, Alabama",003,91053,01
48283.0,"Bay Minette CCD, Baldwin County, Alabama",003,90207,01
50213.0,"Foley CCD, Baldwin County, Alabama",003,91152,01
48235.0,"Elberta CCD, Baldwin County, Alabama",003,90963,01
31509.0,"Summerdale CCD, Baldwin County, Alabama",003,93042,01
45000.0,"Logan CCD, Cullman County, Alabama",043,91962,01
41707.0,"Jones Chapel CCD, Cullman County, Alabama",043,91773,01
35103.0,"Baileyton-Joppa CCD, Cullman County, Alabama",043,90180,01
46228.0,"Bremen CCD, Cullman County, Alabama",043,90369,01
39038.0,"Crane Hill CCD, Cullman County, Alabama",043,90774,01
36885.0,"Hanceville CCD, Cullman County, Alabama",043,91521,01
38470.0,"Simcoe CCD, Cullman County, Alabama",043,92934,01
37036.0,"Holly Pond CCD, Cullman County, Alabama",043,91647,01
38883.0,"Welti CCD, Cullman County, Alabama",043,93420,01
43796.0,"Cullman CCD, Cullman County, Alabama",043,90810,01
48358.0,"Vinemont CCD, Cullman County, Alabama",043,93330,01
64748.0,"Wetumpka CCD, Elmore County, Alabama",051,93456,01
66369.0,"Tallassee CCD, Elmore County, Alabama",051,93087,01
61159.0,"Elmore CCD, Elmore County, Alabama",051,90972,01
59792.0,"Titus CCD, Elmore County, Alabama",051,93141,01
48832.0,"Deatsville CCD, Elmore County, Alabama",051,90855,01
55838.0,"Eclectic CCD, Elmore County, Alabama",051,90945,01
43723.0,"Cottonwood CCD, Houston County, Alabama",069,90747,01
48767.0,"Madrid CCD, Houston County, Alabama",069,92070,01
49000.0,"Gordon CCD, Houston County, Alabama",069,91368,01
33030.0,"Columbia CCD, Houston County, Alabama",069,90702,01
52581.0,"Dothan CCD, Houston County, Alabama",069,90900,01
51938.0,"Beulah CCD, Lee County, Alabama",081,90288,01
47640.0,"Auburn-Opelika CCD, Lee County, Alabama",081,90162,01
37373.0,"Paint Rock CCD, Jackson County, Alabama",071,92475,01
34209.0,"Stevenson CCD, Jackson County, Alabama",071,93006,01
33015.0,"Pisgah CCD, Jackson County, Alabama",071,92610,01
31977.0,"Bridgeport CCD, Jackson County, Alabama",071,90387,01
38466.0,"Long Island CCD, Jackson County, Alabama",071,91971,01
41100.0,"Princeton CCD, Jackson County, Alabama",071,92637,01
42622.0,"Scottsboro CCD, Jackson County, Alabama",071,92862,01
41756.0,"Section CCD, Jackson County, Alabama",071,92871,01
52043.0,"Munford CCD, Talladega County, Alabama",121,92322,01
39294.0,"Sylacauga CCD, Talladega County, Alabama",121,93069,01
46003.0,"Sycamore-Winterboro CCD, Talladega County, Alabama",121,93060,01
40326.0,"Talladega CCD, Talladega County, Alabama",121,93078,01
51156.0,"Lincoln CCD, Talladega County, Alabama",121,91879,01
42194.0,"Childersburg CCD, Talladega County, Alabama",121,90576,01
49881.0,"Coker CCD, Tuscaloosa County, Alabama",125,90684,01
34318.0,"Elrod-Moores Bridge-Echola CCD, Tuscaloosa County, Alabama",125,90981,01
66827.0,"Northport CCD, Tuscaloosa County, Alabama",125,92389,01
72177.0,"Windham Springs CCD, Tuscaloosa County, Alabama",125,93483,01
56519.0,"Tuscaloosa CCD, Tuscaloosa County, Alabama",125,93222,01
57480.0,"Coaling-Vance CCD, Tuscaloosa County, Alabama",125,90666,01
64195.0,"Fosters CCD, Tuscaloosa County, Alabama",125,91224,01
70748.0,"Abernant CCD, Tuscaloosa County, Alabama",125,90018,01
43125.0,"Brookwood CCD, Tuscaloosa County, Alabama",125,90423,01
56134.0,"Big Sandy-Duncanville CCD, Tuscaloosa County, Alabama",125,90306,01
68583.0,"Samantha CCD, Tuscaloosa County, Alabama",125,92826,01
47143.0,"Millry CCD, Washington County, Alabama",129,92160,01
50082.0,"Chatom CCD, Washington County, Alabama",129,90549,01
42852.0,"Fruitdale CCD, Washington County, Alabama",129,91242,01
43242.0,"Wagarville CCD, Washington County, Alabama",129,93357,01
41797.0,"McIntosh CCD, Washington County, Alabama",129,92043,01
36200.0,"Ashland CCD, Clay County, Alabama",027,90126,01
48500.0,"Millerville-Hollins CCD, Clay County, Alabama",027,92142,01
42596.0,"Lineville CCD, Clay County, Alabama",027,91899,01
45417.0,"Victoria CCD, Coffee County, Alabama",031,93303,01
43586.0,"Elba CCD, Coffee County, Alabama",031,90954,01
40000.0,"Kinston CCD, Coffee County, Alabama",031,91800,01
51585.0,"Goodman CCD, Coffee County, Alabama",031,91341,01
40833.0,"Jack CCD, Coffee County, Alabama",031,91719,01
59775.0,"Enterprise CCD, Coffee County, Alabama",031,90999,01
54617.0,"Somerville CCD, Morgan County, Alabama",103,92970,01
50630.0,"Decatur CCD, Morgan County, Alabama",103,90864,01
47646.0,"Eva CCD, Morgan County, Alabama",103,91035,01
45326.0,"Laceys Spring CCD, Morgan County, Alabama",103,91809,01
51719.0,"Henderson-Spring Hill CCD, Pike County, Alabama",109,91620,01
58951.0,"Hartselle CCD, Morgan County, Alabama",103,91539,01
45497.0,"Falkville CCD, Morgan County, Alabama",103,91071,01
52318.0,"Danville CCD, Morgan County, Alabama",103,90837,01
46656.0,"Brundidge CCD, Pike County, Alabama",109,90432,01
50370.0,"Needmore CCD, Pike County, Alabama",109,92340,01
62601.0,"Goshen-Shady Grove CCD, Pike County, Alabama",109,91377,01
46598.0,"Troy CCD, Pike County, Alabama",109,93195,01
48159.0,"Clanton CCD, Chilton County, Alabama",021,90603,01
51727.0,"Mineral Springs CCD, Chilton County, Alabama",021,92178,01
41719.0,"Isabella-Pletcher CCD, Chilton County, Alabama",021,91710,01
54335.0,"Maplesville CCD, Chilton County, Alabama",021,92097,01
39195.0,"Verbena CCD, Chilton County, Alabama",021,93285,01
44571.0,"Jemison CCD, Chilton County, Alabama",021,91764,01
49891.0,"Leighton CCD, Colbert County, Alabama",033,91863,01
50509.0,"Tri-Cities CCD, Colbert County, Alabama",033,93186,01
39712.0,"Cherokee CCD, Colbert County, Alabama",033,90567,01
47404.0,"Littleville CCD, Colbert County, Alabama",033,91926,01
35341.0,"Goodwater-Kellyton CCD, Coosa County, Alabama",037,91350,01
45991.0,"Weogufka-Marble Valley CCD, Coosa County, Alabama",037,93429,01
41722.0,"Rockford CCD, Coosa County, Alabama",037,92763,01
65905.0,"Fort Rucker CCD, Dale County, Alabama",045,91215,01
49080.0,"Ozark CCD, Dale County, Alabama",045,92466,01
61071.0,"Sawyerville CCD, Hale County, Alabama",065,92853,01
51321.0,"Daleville CCD, Dale County, Alabama",045,90828,01
57132.0,"Echo CCD, Dale County, Alabama",045,90936,01
45074.0,"Newton-Midland City CCD, Dale County, Alabama",045,92376,01
46429.0,"Banks-Josie CCD, Pike County, Alabama",109,90198,01
49028.0,"Greensboro CCD, Hale County, Alabama",065,91413,01
56600.0,"Moundville CCD, Hale County, Alabama",065,92259,01
55833.0,"Stewart-Akron CCD, Hale County, Alabama",065,93015,01
47632.0,"Mountainboro CCD, Etowah County, Alabama",055,92268,01
50530.0,"Turkeytown CCD, Etowah County, Alabama",055,93213,01
44671.0,"Wills Valley CCD, Etowah County, Alabama",055,93465,01
45456.0,"Gadsden CCD, Etowah County, Alabama",055,91278,01
47373.0,"Hokes Bluff CCD, Etowah County, Alabama",055,91638,01
51324.0,"Lookout Mountain CCD, Etowah County, Alabama",055,91980,01
36226.0,"Altoona CCD, Etowah County, Alabama",055,90081,01
39541.0,"Rainsville-Sylvania CCD, DeKalb County, Alabama",049,92655,01
38004.0,"Ider CCD, DeKalb County, Alabama",049,91692,01
41019.0,"Valley Head-Mentone CCD, DeKalb County, Alabama",049,93276,01
47204.0,"Geraldine CCD, DeKalb County, Alabama",049,91323,01
40661.0,"Crossville CCD, DeKalb County, Alabama",049,90792,01
40581.0,"Fort Payne CCD, DeKalb County, Alabama",049,91206,01
39231.0,"Fyffe CCD, DeKalb County, Alabama",049,91269,01
43627.0,"Collinsville CCD, DeKalb County, Alabama",049,90693,01
34643.0,"Henagar CCD, DeKalb County, Alabama",049,91611,01
38262.0,"Flomaton CCD, Escambia County, Alabama",053,91125,01
48750.0,"Atmore CCD, Escambia County, Alabama",053,90153,01
48649.0,"Brewton CCD, Escambia County, Alabama",053,90378,01
33070.0,"East Escambia CCD, Escambia County, Alabama",053,90927,01
51414.0,"McCullough-Huxford CCD, Escambia County, Alabama",053,92034,01
41912.0,"Millport CCD, Lamar County, Alabama",075,92151,01
31521.0,"Sulligent CCD, Lamar County, Alabama",075,93033,01
43902.0,"Vernon CCD, Lamar County, Alabama",075,93294,01
48438.0,"Wedowee CCD, Randolph County, Alabama",111,93411,01
47845.0,"Woodland CCD, Randolph County, Alabama",111,93501,01
41609.0,"Roanoke CCD, Randolph County, Alabama",111,92736,01
39167.0,"Wadley CCD, Randolph County, Alabama",111,93348,01
36098.0,"Folsom CCD, Randolph County, Alabama",111,91161,01
47167.0,"Greenville CCD, Butler County, Alabama",013,91422,01
49500.0,"Chapman CCD, Butler County, Alabama",013,90540,01
26500.0,"Georgiana-McKenzie CCD, Butler County, Alabama",013,91314,01
61125.0,"Forest Home CCD, Butler County, Alabama",013,91170,01
51781.0,"Theodore CCD, Mobile County, Alabama",097,93114,01
53266.0,"Bayou La Batre CCD, Mobile County, Alabama",097,90216,01
59065.0,"Grand Bay CCD, Mobile County, Alabama",097,91386,01
37121.0,"Mount Vernon CCD, Mobile County, Alabama",097,92304,01
54325.0,"Mobile CCD, Mobile County, Alabama",097,92187,01
54788.0,"Semmes CCD, Mobile County, Alabama",097,92889,01
50421.0,"Citronelle CCD, Mobile County, Alabama",097,90594,01
24646.0,"Marion CCD, Perry County, Alabama",105,92115,01
52708.0,"Uniontown CCD, Perry County, Alabama",105,93258,01
27276.0,"Heiberger CCD, Perry County, Alabama",105,91602,01
-666666666.0,"Hamburg CCD, Perry County, Alabama",105,91503,01
30197.0,"Sprott CCD, Perry County, Alabama",105,92997,01
35302.0,"Nauvoo CCD, Walker County, Alabama",127,92331,01
36962.0,"Townley CCD, Walker County, Alabama",127,93168,01
44318.0,"Sipsey CCD, Walker County, Alabama",127,92943,01
42609.0,"Oakman CCD, Walker County, Alabama",127,92421,01
32872.0,"Carbon Hill CCD, Walker County, Alabama",127,90477,01
52394.0,"Manchester CCD, Walker County, Alabama",127,92079,01
44668.0,"Dora CCD, Walker County, Alabama",127,90891,01
30038.0,"Cordova CCD, Walker County, Alabama",127,90729,01
35216.0,"Empire CCD, Walker County, Alabama",127,90990,01
43042.0,"Jasper CCD, Walker County, Alabama",127,91755,01
41042.0,"Parrish CCD, Walker County, Alabama",127,92502,01
45481.0,"Ranburne CCD, Cleburne County, Alabama",029,92682,01
41809.0,"Fruithurst CCD, Cleburne County, Alabama",029,91251,01
36151.0,"Heflin CCD, Cleburne County, Alabama",029,91593,01
30268.0,"Lyeffion CCD, Conecuh County, Alabama",035,92016,01
32895.0,"Castleberry CCD, Conecuh County, Alabama",035,90504,01
37938.0,"Repton CCD, Conecuh County, Alabama",035,92718,01
-666666666.0,"Shreve CCD, Conecuh County, Alabama",035,92916,01
33370.0,"Evergreen CCD, Conecuh County, Alabama",035,91044,01
53176.0,"Eutaw CCD, Greene County, Alabama",063,91026,01
51319.0,"Forkland-Tishabee CCD, Greene County, Alabama",063,91179,01
-666666666.0,"Mantua-West Greene CCD, Greene County, Alabama",063,92088,01
-666666666.0,"Boligee CCD, Greene County, Alabama",063,90342,01
37864.0,"Brilliant CCD, Marion County, Alabama",093,90396,01
39632.0,"Bexar CCD, Marion County, Alabama",093,90297,01
29583.0,"Guin CCD, Marion County, Alabama",093,91449,01
30270.0,"Bear Creek CCD, Marion County, Alabama",093,90225,01
43871.0,"Winfield CCD, Marion County, Alabama",093,93492,01
31552.0,"Hackleburg CCD, Marion County, Alabama",093,91476,01
39190.0,"Hamilton CCD, Marion County, Alabama",093,91512,01
44680.0,"Ethelsville CCD, Pickens County, Alabama",107,91008,01
53846.0,"Gordo CCD, Pickens County, Alabama",107,91359,01
41841.0,"Reform CCD, Pickens County, Alabama",107,92700,01
50560.0,"Carrollton CCD, Pickens County, Alabama",107,90495,01
63125.0,"Livingston CCD, Sumter County, Alabama",119,91935,01
48875.0,"York CCD, Sumter County, Alabama",119,93510,01
114167.0,"Belmont CCD, Sumter County, Alabama",119,90261,01
60833.0,"Gainesville CCD, Sumter County, Alabama",119,91287,01
77650.0,"Panola-Geiger CCD, Sumter County, Alabama",119,92493,01
42813.0,"Cuba CCD, Sumter County, Alabama",119,90801,01
60893.0,"Brookside CCD, Jefferson County, Alabama",073,90405,01
60102.0,"Birmingham CCD, Jefferson County, Alabama",073,90324,01
62722.0,"Kimberly-Morris CCD, Jefferson County, Alabama",073,91791,01
49231.0,"North Johns CCD, Jefferson County, Alabama",073,92385,01
83378.0,"Trussville CCD, Jefferson County, Alabama",073,93204,01
63940.0,"Gardendale CCD, Jefferson County, Alabama",073,91296,01
47917.0,"Graysville-Adamsville CCD, Jefferson County, Alabama",073,91404,01
41205.0,"Warrior CCD, Jefferson County, Alabama",073,93366,01
76935.0,"Clay CCD, Jefferson County, Alabama",073,90621,01
87820.0,"Greenwood CCD, Jefferson County, Alabama",073,91431,01
79315.0,"Leeds CCD, Jefferson County, Alabama",073,91845,01
66801.0,"Palmerdale CCD, Jefferson County, Alabama",073,92484,01
62756.0,"Maytown-Sylvan Springs CCD, Jefferson County, Alabama",073,92124,01
44567.0,"Robbins Crossroads CCD, Jefferson County, Alabama",073,92745,01
54844.0,"West Jefferson CCD, Jefferson County, Alabama",073,93447,01
96399.0,"Hoover CCD, Jefferson County, Alabama",073,91656,01
36860.0,"Red Bay CCD, Franklin County, Alabama",059,92691,01
49390.0,"Gilbertown-Toxey CCD, Choctaw County, Alabama",023,91332,01
74191.0,"Lisman CCD, Choctaw County, Alabama",023,91908,01
36000.0,"Silas CCD, Choctaw County, Alabama",023,92925,01
40208.0,"Russellville CCD, Franklin County, Alabama",059,92799,01
41875.0,"Butler CCD, Choctaw County, Alabama",023,90441,01
36359.0,"Phil Campbell CCD, Franklin County, Alabama",059,92547,01
39178.0,"Vina CCD, Franklin County, Alabama",059,93312,01
56712.0,"Demopolis CCD, Marengo County, Alabama",091,90873,01
31750.0,"Thomaston CCD, Marengo County, Alabama",091,93123,01
-666666666.0,"Faunsdale CCD, Marengo County, Alabama",091,91080,01
60930.0,"Linden CCD, Marengo County, Alabama",091,91890,01
61053.0,"Dixons Mill CCD, Marengo County, Alabama",091,90882,01
43143.0,"Sweet Water CCD, Marengo County, Alabama",091,93051,01
32813.0,"Hurtsboro CCD, Russell County, Alabama",113,91683,01
51375.0,"Cottonton-Seale CCD, Russell County, Alabama",113,90738,01
43147.0,"Phenix City CCD, Russell County, Alabama",113,92538,01
47250.0,"Crawford CCD, Russell County, Alabama",113,90783,01
35557.0,"Cedar Bluff-Gaylesville CCD, Cherokee County, Alabama",019,90513,01
41881.0,"Centre CCD, Cherokee County, Alabama",019,90522,01
50911.0,"Leesburg CCD, Cherokee County, Alabama",019,91854,01
48458.0,"Falco CCD, Covington County, Alabama",039,91062,01
36929.0,"Opp CCD, Covington County, Alabama",039,92448,01
37278.0,"Florala CCD, Covington County, Alabama",039,91134,01
42233.0,"Andalusia CCD, Covington County, Alabama",039,90090,01
52880.0,"Petrey-Highland Home CCD, Crenshaw County, Alabama",041,92529,01
44063.0,"Brantley CCD, Crenshaw County, Alabama",041,90360,01
36444.0,"Luverne CCD, Crenshaw County, Alabama",041,92007,01
41827.0,"Orrville CCD, Dallas County, Alabama",047,92457,01
43929.0,"Sardis CCD, Dallas County, Alabama",047,92844,01
54199.0,"Selma CCD, Dallas County, Alabama",047,92880,01
55632.0,"Killen CCD, Lauderdale County, Alabama",077,91782,01
45655.0,"Cloverdale CCD, Lauderdale County, Alabama",077,90657,01
-666666666.0,"Carlowville CCD, Dallas County, Alabama",047,90486,01
99792.0,"Safford CCD, Dallas County, Alabama",047,92808,01
50656.0,"Oakland CCD, Lauderdale County, Alabama",077,92412,01
42420.0,"Rogersville CCD, Lauderdale County, Alabama",077,92772,01
45246.0,"Florence CCD, Lauderdale County, Alabama",077,91143,01
41688.0,"Waterloo CCD, Lauderdale County, Alabama",077,93384,01
47305.0,"Lexington CCD, Lauderdale County, Alabama",077,91872,01
96458.0,"Benton-Collirene CCD, Lowndes County, Alabama",085,90270,01
54038.0,"Lowndesboro CCD, Lowndes County, Alabama",085,91998,01
45800.0,"Hayneville CCD, Lowndes County, Alabama",085,91566,01
57837.0,"Fort Deposit CCD, Lowndes County, Alabama",085,91197,01
22614.0,"Little Texas-Society Hill CCD, Macon County, Alabama",087,91917,01
35317.0,"Notasulga CCD, Macon County, Alabama",087,92403,01
-666666666.0,"Fort Davis CCD, Macon County, Alabama",087,91188,01
85313.0,"Shorter-Hardaway CCD, Macon County, Alabama",087,92898,01
51542.0,"Athens CCD, Limestone County, Alabama",083,90144,01
93065.0,"Mooresville CCD, Limestone County, Alabama",083,92232,01
48981.0,"Salem CCD, Limestone County, Alabama",083,92817,01
39091.0,"Montevallo CCD, Shelby County, Alabama",117,92205,01
54614.0,"Columbiana CCD, Shelby County, Alabama",117,90711,01
69028.0,"Calera CCD, Shelby County, Alabama",117,90450,01
84495.0,"Chelsea CCD, Shelby County, Alabama",117,90558,01
48894.0,"Vincent CCD, Shelby County, Alabama",117,93321,01
81474.0,"Alabaster-Helena CCD, Shelby County, Alabama",117,90036,01
57486.0,"Wilsonville CCD, Shelby County, Alabama",117,93474,01
48698.0,"Ragland CCD, St. Clair County, Alabama",115,92646,01
61096.0,"Moody CCD, St. Clair County, Alabama",115,92223,01
48641.0,"Ashville CCD, St. Clair County, Alabama",115,90135,01
52454.0,"Monroeville CCD, Monroe County, Alabama",099,92196,01
27396.0,"Uriah CCD, Monroe County, Alabama",099,93267,01
30000.0,"Vredenburgh CCD, Monroe County, Alabama",099,93339,01
32875.0,"Beatrice CCD, Monroe County, Alabama",099,90234,01
39400.0,"Frisco City CCD, Monroe County, Alabama",099,91233,01
31094.0,"Peterman CCD, Monroe County, Alabama",099,92520,01
39848.0,"Hatton CCD, Lawrence County, Alabama",079,91548,01
52768.0,"Hillsboro CCD, Lawrence County, Alabama",079,91629,01
47578.0,"Speake-Oakville CCD, Lawrence County, Alabama",079,92979,01
43601.0,"Morris Chapel CCD, Lawrence County, Alabama",079,92241,01
40542.0,"Town Creek-Courtland CCD, Lawrence County, Alabama",079,93159,01
46789.0,"Moulton CCD, Lawrence County, Alabama",079,92250,01
44583.0,"Mount Hope CCD, Lawrence County, Alabama",079,92286,01
84527.0,"Loachapoka-Roxana CCD, Lee County, Alabama",081,91944,01
63795.0,"Beauregard-Marvyn CCD, Lee County, Alabama",081,90243,01
