B19013B_001E,name,county,county subdivision,state
34063.0,"Renfroe-Laniers CCD, Talladega County, Alabama",121,92709,01
36458.0,"Quinton-Wegra CCD, Walker County, Alabama",127,92642,01
73646.0,"Rose Hill-Gantt CCD, Covington County, Alabama",039,92781,01
-666666666.0,"Alexandria-Webster Chapel CCD, Calhoun County, Alabama",015,90066,01
-666666666.0,"Spring Garden CCD, Cherokee County, Alabama",019,92983,01
80949.0,"Concord-Rock Creek CCD, Jefferson County, Alabama",073,90722,01
65625.0,"Redstone Arsenal CCD, Madison County, Alabama",089,92695,01
44735.0,"Triana CCD, Madison County, Alabama",089,93176,01
26226.0,"Selmont-Tyler CCD, Dallas County, Alabama",047,92883,01
-666666666.0,"Haleyville CCD, Winston County, Alabama",133,91494,01
-666666666.0,"Addison CCD, Winston County, Alabama",133,90027,01
-666666666.0,"Lynn CCD, Winston County, Alabama",133,92025,01
-666666666.0,"Double Springs CCD, Winston County, Alabama",133,90909,01
-666666666.0,"Springville CCD, St. Clair County, Alabama",115,92988,01
35134.0,"Pell City CCD, St. Clair County, Alabama",115,92511,01
13427.0,"Robertsdale CCD, Baldwin County, Alabama",003,92754,01
22799.0,"Stockton CCD, Baldwin County, Alabama",003,93024,01
34757.0,"Daphne CCD, Baldwin County, Alabama",003,90846,01
40260.0,"Fairhope CCD, Baldwin County, Alabama",003,91053,01
27950.0,"Bay Minette CCD, Baldwin County, Alabama",003,90207,01
22463.0,"Foley CCD, Baldwin County, Alabama",003,91152,01
-666666666.0,"Elberta CCD, Baldwin County, Alabama",003,90963,01
-666666666.0,"Summerdale CCD, Baldwin County, Alabama",003,93042,01
-666666666.0,"Logan CCD, Cullman County, Alabama",043,91962,01
-666666666.0,"Jones Chapel CCD, Cullman County, Alabama",043,91773,01
-666666666.0,"Baileyton-Joppa CCD, Cullman County, Alabama",043,90180,01
38750.0,"Bremen CCD, Cullman County, Alabama",043,90369,01
-666666666.0,"Crane Hill CCD, Cullman County, Alabama",043,90774,01
-666666666.0,"Hanceville CCD, Cullman County, Alabama",043,91521,01
-666666666.0,"Simcoe CCD, Cullman County, Alabama",043,92934,01
-666666666.0,"Holly Pond CCD, Cullman County, Alabama",043,91647,01
-666666666.0,"Welti CCD, Cullman County, Alabama",043,93420,01
-666666666.0,"Cullman CCD, Cullman County, Alabama",043,90810,01
-666666666.0,"Vinemont CCD, Cullman County, Alabama",043,93330,01
41607.0,"Wetumpka CCD, Elmore County, Alabama",051,93456,01
28493.0,"Tallassee CCD, Elmore County, Alabama",051,93087,01
35892.0,"Elmore CCD, Elmore County, Alabama",051,90972,01
64000.0,"Titus CCD, Elmore County, Alabama",051,93141,01
-666666666.0,"Deatsville CCD, Elmore County, Alabama",051,90855,01
33750.0,"Eclectic CCD, Elmore County, Alabama",051,90945,01
23750.0,"Cottonwood CCD, Houston County, Alabama",069,90747,01
46667.0,"Madrid CCD, Houston County, Alabama",069,92070,01
24044.0,"Gordon CCD, Houston County, Alabama",069,91368,01
31458.0,"Columbia CCD, Houston County, Alabama",069,90702,01
26466.0,"Dothan CCD, Houston County, Alabama",069,90900,01
28638.0,"Beulah CCD, Lee County, Alabama",081,90288,01
27610.0,"Auburn-Opelika CCD, Lee County, Alabama",081,90162,01
-666666666.0,"Paint Rock CCD, Jackson County, Alabama",071,92475,01
39861.0,"Stevenson CCD, Jackson County, Alabama",071,93006,01
-666666666.0,"Pisgah CCD, Jackson County, Alabama",071,92610,01
-666666666.0,"Bridgeport CCD, Jackson County, Alabama",071,90387,01
-666666666.0,"Long Island CCD, Jackson County, Alabama",071,91971,01
-666666666.0,"Princeton CCD, Jackson County, Alabama",071,92637,01
28268.0,"Scottsboro CCD, Jackson County, Alabama",071,92862,01
23661.0,"Section CCD, Jackson County, Alabama",071,92871,01
44141.0,"Munford CCD, Talladega County, Alabama",121,92322,01
28938.0,"Sylacauga CCD, Talladega County, Alabama",121,93069,01
25871.0,"Sycamore-Winterboro CCD, Talladega County, Alabama",121,93060,01
24877.0,"Talladega CCD, Talladega County, Alabama",121,93078,01
45669.0,"Lincoln CCD, Talladega County, Alabama",121,91879,01
23934.0,"Childersburg CCD, Talladega County, Alabama",121,90576,01
-666666666.0,"Coker CCD, Tuscaloosa County, Alabama",125,90684,01
-666666666.0,"Elrod-Moores Bridge-Echola CCD, Tuscaloosa County, Alabama",125,90981,01
28875.0,"Northport CCD, Tuscaloosa County, Alabama",125,92389,01
78393.0,"Windham Springs CCD, Tuscaloosa County, Alabama",125,93483,01
34013.0,"Tuscaloosa CCD, Tuscaloosa County, Alabama",125,93222,01
51919.0,"Coaling-Vance CCD, Tuscaloosa County, Alabama",125,90666,01
40436.0,"Fosters CCD, Tuscaloosa County, Alabama",125,91224,01
-666666666.0,"Abernant CCD, Tuscaloosa County, Alabama",125,90018,01
63750.0,"Brookwood CCD, Tuscaloosa County, Alabama",125,90423,01
47174.0,"Big Sandy-Duncanville CCD, Tuscaloosa County, Alabama",125,90306,01
-666666666.0,"Samantha CCD, Tuscaloosa County, Alabama",125,92826,01
23250.0,"Millry CCD, Washington County, Alabama",129,92160,01
27643.0,"Chatom CCD, Washington County, Alabama",129,90549,01
-666666666.0,"Fruitdale CCD, Washington County, Alabama",129,91242,01
19159.0,"Wagarville CCD, Washington County, Alabama",129,93357,01
40742.0,"McIntosh CCD, Washington County, Alabama",129,92043,01
-666666666.0,"Ashland CCD, Clay County, Alabama",027,90126,01
30990.0,"Millerville-Hollins CCD, Clay County, Alabama",027,92142,01
32313.0,"Lineville CCD, Clay County, Alabama",027,91899,01
30833.0,"Victoria CCD, Coffee County, Alabama",031,93303,01
25848.0,"Elba CCD, Coffee County, Alabama",031,90954,01
-666666666.0,"Kinston CCD, Coffee County, Alabama",031,91800,01
26111.0,"Goodman CCD, Coffee County, Alabama",031,91341,01
-666666666.0,"Jack CCD, Coffee County, Alabama",031,91719,01
36029.0,"Enterprise CCD, Coffee County, Alabama",031,90999,01
49766.0,"Somerville CCD, Morgan County, Alabama",103,92970,01
24445.0,"Decatur CCD, Morgan County, Alabama",103,90864,01
-666666666.0,"Eva CCD, Morgan County, Alabama",103,91035,01
-666666666.0,"Laceys Spring CCD, Morgan County, Alabama",103,91809,01
18597.0,"Henderson-Spring Hill CCD, Pike County, Alabama",109,91620,01
42063.0,"Hartselle CCD, Morgan County, Alabama",103,91539,01
-666666666.0,"Falkville CCD, Morgan County, Alabama",103,91071,01
-666666666.0,"Danville CCD, Morgan County, Alabama",103,90837,01
20444.0,"Brundidge CCD, Pike County, Alabama",109,90432,01
29243.0,"Needmore CCD, Pike County, Alabama",109,92340,01
40375.0,"Goshen-Shady Grove CCD, Pike County, Alabama",109,91377,01
21409.0,"Troy CCD, Pike County, Alabama",109,93195,01
27983.0,"Clanton CCD, Chilton County, Alabama",021,90603,01
-666666666.0,"Mineral Springs CCD, Chilton County, Alabama",021,92178,01
-666666666.0,"Isabella-Pletcher CCD, Chilton County, Alabama",021,91710,01
-666666666.0,"Maplesville CCD, Chilton County, Alabama",021,92097,01
43625.0,"Verbena CCD, Chilton County, Alabama",021,93285,01
37083.0,"Jemison CCD, Chilton County, Alabama",021,91764,01
36953.0,"Leighton CCD, Colbert County, Alabama",033,91863,01
30539.0,"Tri-Cities CCD, Colbert County, Alabama",033,93186,01
30069.0,"Cherokee CCD, Colbert County, Alabama",033,90567,01
28214.0,"Littleville CCD, Colbert County, Alabama",033,91926,01
27526.0,"Goodwater-Kellyton CCD, Coosa County, Alabama",037,91350,01
33419.0,"Weogufka-Marble Valley CCD, Coosa County, Alabama",037,93429,01
26972.0,"Rockford CCD, Coosa County, Alabama",037,92763,01
90489.0,"Fort Rucker CCD, Dale County, Alabama",045,91215,01
24922.0,"Ozark CCD, Dale County, Alabama",045,92466,01
29318.0,"Sawyerville CCD, Hale County, Alabama",065,92853,01
33674.0,"Daleville CCD, Dale County, Alabama",045,90828,01
-666666666.0,"Echo CCD, Dale County, Alabama",045,90936,01
24097.0,"Newton-Midland City CCD, Dale County, Alabama",045,92376,01
19236.0,"Banks-Josie CCD, Pike County, Alabama",109,90198,01
14534.0,"Greensboro CCD, Hale County, Alabama",065,91413,01
38063.0,"Moundville CCD, Hale County, Alabama",065,92259,01
24938.0,"Stewart-Akron CCD, Hale County, Alabama",065,93015,01
-666666666.0,"Mountainboro CCD, Etowah County, Alabama",055,92268,01
60208.0,"Turkeytown CCD, Etowah County, Alabama",055,93213,01
59000.0,"Wills Valley CCD, Etowah County, Alabama",055,93465,01
25819.0,"Gadsden CCD, Etowah County, Alabama",055,91278,01
-666666666.0,"Hokes Bluff CCD, Etowah County, Alabama",055,91638,01
-666666666.0,"Lookout Mountain CCD, Etowah County, Alabama",055,91980,01
-666666666.0,"Altoona CCD, Etowah County, Alabama",055,90081,01
36821.0,"Rainsville-Sylvania CCD, DeKalb County, Alabama",049,92655,01
-666666666.0,"Ider CCD, DeKalb County, Alabama",049,91692,01
-666666666.0,"Valley Head-Mentone CCD, DeKalb County, Alabama",049,93276,01
-666666666.0,"Geraldine CCD, DeKalb County, Alabama",049,91323,01
-666666666.0,"Crossville CCD, DeKalb County, Alabama",049,90792,01
-666666666.0,"Fort Payne CCD, DeKalb County, Alabama",049,91206,01
18935.0,"Fyffe CCD, DeKalb County, Alabama",049,91269,01
13409.0,"Collinsville CCD, DeKalb County, Alabama",049,90693,01
-666666666.0,"Henagar CCD, DeKalb County, Alabama",049,91611,01
15556.0,"Flomaton CCD, Escambia County, Alabama",053,91125,01
21621.0,"Atmore CCD, Escambia County, Alabama",053,90153,01
22439.0,"Brewton CCD, Escambia County, Alabama",053,90378,01
24137.0,"East Escambia CCD, Escambia County, Alabama",053,90927,01
-666666666.0,"McCullough-Huxford CCD, Escambia County, Alabama",053,92034,01
19625.0,"Millport CCD, Lamar County, Alabama",075,92151,01
17303.0,"Sulligent CCD, Lamar County, Alabama",075,93033,01
32635.0,"Vernon CCD, Lamar County, Alabama",075,93294,01
27729.0,"Wedowee CCD, Randolph County, Alabama",111,93411,01
49545.0,"Woodland CCD, Randolph County, Alabama",111,93501,01
35250.0,"Roanoke CCD, Randolph County, Alabama",111,92736,01
19063.0,"Wadley CCD, Randolph County, Alabama",111,93348,01
-666666666.0,"Folsom CCD, Randolph County, Alabama",111,91161,01
25381.0,"Greenville CCD, Butler County, Alabama",013,91422,01
39583.0,"Chapman CCD, Butler County, Alabama",013,90540,01
22411.0,"Georgiana-McKenzie CCD, Butler County, Alabama",013,91314,01
35735.0,"Forest Home CCD, Butler County, Alabama",013,91170,01
24902.0,"Theodore CCD, Mobile County, Alabama",097,93114,01
16083.0,"Bayou La Batre CCD, Mobile County, Alabama",097,90216,01
25788.0,"Grand Bay CCD, Mobile County, Alabama",097,91386,01
50500.0,"Mount Vernon CCD, Mobile County, Alabama",097,92304,01
28532.0,"Mobile CCD, Mobile County, Alabama",097,92187,01
74583.0,"Semmes CCD, Mobile County, Alabama",097,92889,01
34821.0,"Citronelle CCD, Mobile County, Alabama",097,90594,01
19170.0,"Marion CCD, Perry County, Alabama",105,92115,01
13504.0,"Uniontown CCD, Perry County, Alabama",105,93258,01
-666666666.0,"Heiberger CCD, Perry County, Alabama",105,91602,01
-666666666.0,"Hamburg CCD, Perry County, Alabama",105,91503,01
19469.0,"Sprott CCD, Perry County, Alabama",105,92997,01
-666666666.0,"Nauvoo CCD, Walker County, Alabama",127,92331,01
-666666666.0,"Townley CCD, Walker County, Alabama",127,93168,01
22692.0,"Sipsey CCD, Walker County, Alabama",127,92943,01
46136.0,"Oakman CCD, Walker County, Alabama",127,92421,01
31667.0,"Carbon Hill CCD, Walker County, Alabama",127,90477,01
-666666666.0,"Manchester CCD, Walker County, Alabama",127,92079,01
24524.0,"Dora CCD, Walker County, Alabama",127,90891,01
18482.0,"Cordova CCD, Walker County, Alabama",127,90729,01
-666666666.0,"Empire CCD, Walker County, Alabama",127,90990,01
24022.0,"Jasper CCD, Walker County, Alabama",127,91755,01
26667.0,"Parrish CCD, Walker County, Alabama",127,92502,01
-666666666.0,"Ranburne CCD, Cleburne County, Alabama",029,92682,01
-666666666.0,"Fruithurst CCD, Cleburne County, Alabama",029,91251,01
-666666666.0,"Heflin CCD, Cleburne County, Alabama",029,91593,01
38839.0,"Lyeffion CCD, Conecuh County, Alabama",035,92016,01
23904.0,"Castleberry CCD, Conecuh County, Alabama",035,90504,01
-666666666.0,"Repton CCD, Conecuh County, Alabama",035,92718,01
-666666666.0,"Shreve CCD, Conecuh County, Alabama",035,92916,01
19705.0,"Evergreen CCD, Conecuh County, Alabama",035,91044,01
18516.0,"Eutaw CCD, Greene County, Alabama",063,91026,01
16875.0,"Forkland-Tishabee CCD, Greene County, Alabama",063,91179,01
22172.0,"Mantua-West Greene CCD, Greene County, Alabama",063,92088,01
12195.0,"Boligee CCD, Greene County, Alabama",063,90342,01
-666666666.0,"Brilliant CCD, Marion County, Alabama",093,90396,01
-666666666.0,"Bexar CCD, Marion County, Alabama",093,90297,01
16736.0,"Guin CCD, Marion County, Alabama",093,91449,01
-666666666.0,"Bear Creek CCD, Marion County, Alabama",093,90225,01
11204.0,"Winfield CCD, Marion County, Alabama",093,93492,01
-666666666.0,"Hackleburg CCD, Marion County, Alabama",093,91476,01
-666666666.0,"Hamilton CCD, Marion County, Alabama",093,91512,01
28438.0,"Ethelsville CCD, Pickens County, Alabama",107,91008,01
13162.0,"Gordo CCD, Pickens County, Alabama",107,91359,01
18581.0,"Reform CCD, Pickens County, Alabama",107,92700,01
25395.0,"Carrollton CCD, Pickens County, Alabama",107,90495,01
9397.0,"Livingston CCD, Sumter County, Alabama",119,91935,01
22182.0,"York CCD, Sumter County, Alabama",119,93510,01
-666666666.0,"Belmont CCD, Sumter County, Alabama",119,90261,01
19034.0,"Gainesville CCD, Sumter County, Alabama",119,91287,01
42639.0,"Panola-Geiger CCD, Sumter County, Alabama",119,92493,01
21507.0,"Cuba CCD, Sumter County, Alabama",119,90801,01
20357.0,"Brookside CCD, Jefferson County, Alabama",073,90405,01
32231.0,"Birmingham CCD, Jefferson County, Alabama",073,90324,01
-666666666.0,"Kimberly-Morris CCD, Jefferson County, Alabama",073,91791,01
56250.0,"North Johns CCD, Jefferson County, Alabama",073,92385,01
56957.0,"Trussville CCD, Jefferson County, Alabama",073,93204,01
52540.0,"Gardendale CCD, Jefferson County, Alabama",073,91296,01
55366.0,"Graysville-Adamsville CCD, Jefferson County, Alabama",073,91404,01
30912.0,"Warrior CCD, Jefferson County, Alabama",073,93366,01
81853.0,"Clay CCD, Jefferson County, Alabama",073,90621,01
85722.0,"Greenwood CCD, Jefferson County, Alabama",073,91431,01
52287.0,"Leeds CCD, Jefferson County, Alabama",073,91845,01
64450.0,"Palmerdale CCD, Jefferson County, Alabama",073,92484,01
42756.0,"Maytown-Sylvan Springs CCD, Jefferson County, Alabama",073,92124,01
-666666666.0,"Robbins Crossroads CCD, Jefferson County, Alabama",073,92745,01
-666666666.0,"West Jefferson CCD, Jefferson County, Alabama",073,93447,01
68492.0,"Hoover CCD, Jefferson County, Alabama",073,91656,01
-666666666.0,"Red Bay CCD, Franklin County, Alabama",059,92691,01
22847.0,"Gilbertown-Toxey CCD, Choctaw County, Alabama",023,91332,01
24809.0,"Lisman CCD, Choctaw County, Alabama",023,91908,01
20742.0,"Silas CCD, Choctaw County, Alabama",023,92925,01
40687.0,"Russellville CCD, Franklin County, Alabama",059,92799,01
23922.0,"Butler CCD, Choctaw County, Alabama",023,90441,01
-666666666.0,"Phil Campbell CCD, Franklin County, Alabama",059,92547,01
-666666666.0,"Vina CCD, Franklin County, Alabama",059,93312,01
20406.0,"Demopolis CCD, Marengo County, Alabama",091,90873,01
19375.0,"Thomaston CCD, Marengo County, Alabama",091,93123,01
11280.0,"Faunsdale CCD, Marengo County, Alabama",091,91080,01
20431.0,"Linden CCD, Marengo County, Alabama",091,91890,01
25833.0,"Dixons Mill CCD, Marengo County, Alabama",091,90882,01
28250.0,"Sweet Water CCD, Marengo County, Alabama",091,93051,01
31103.0,"Hurtsboro CCD, Russell County, Alabama",113,91683,01
29750.0,"Cottonton-Seale CCD, Russell County, Alabama",113,90738,01
33008.0,"Phenix City CCD, Russell County, Alabama",113,92538,01
50375.0,"Crawford CCD, Russell County, Alabama",113,90783,01
33286.0,"Cedar Bluff-Gaylesville CCD, Cherokee County, Alabama",019,90513,01
40625.0,"Centre CCD, Cherokee County, Alabama",019,90522,01
-666666666.0,"Leesburg CCD, Cherokee County, Alabama",019,91854,01
-666666666.0,"Falco CCD, Covington County, Alabama",039,91062,01
20428.0,"Opp CCD, Covington County, Alabama",039,92448,01
19417.0,"Florala CCD, Covington County, Alabama",039,91134,01
28884.0,"Andalusia CCD, Covington County, Alabama",039,90090,01
24357.0,"Petrey-Highland Home CCD, Crenshaw County, Alabama",041,92529,01
21509.0,"Brantley CCD, Crenshaw County, Alabama",041,90360,01
29179.0,"Luverne CCD, Crenshaw County, Alabama",041,92007,01
21182.0,"Orrville CCD, Dallas County, Alabama",047,92457,01
25250.0,"Sardis CCD, Dallas County, Alabama",047,92844,01
23001.0,"Selma CCD, Dallas County, Alabama",047,92880,01
61136.0,"Killen CCD, Lauderdale County, Alabama",077,91782,01
-666666666.0,"Cloverdale CCD, Lauderdale County, Alabama",077,90657,01
21458.0,"Carlowville CCD, Dallas County, Alabama",047,90486,01
23269.0,"Safford CCD, Dallas County, Alabama",047,92808,01
33015.0,"Oakland CCD, Lauderdale County, Alabama",077,92412,01
39777.0,"Rogersville CCD, Lauderdale County, Alabama",077,92772,01
28547.0,"Florence CCD, Lauderdale County, Alabama",077,91143,01
-666666666.0,"Waterloo CCD, Lauderdale County, Alabama",077,93384,01
-666666666.0,"Lexington CCD, Lauderdale County, Alabama",077,91872,01
16653.0,"Benton-Collirene CCD, Lowndes County, Alabama",085,90270,01
11779.0,"Lowndesboro CCD, Lowndes County, Alabama",085,91998,01
21948.0,"Hayneville CCD, Lowndes County, Alabama",085,91566,01
33878.0,"Fort Deposit CCD, Lowndes County, Alabama",085,91197,01
40104.0,"Little Texas-Society Hill CCD, Macon County, Alabama",087,91917,01
41103.0,"Notasulga CCD, Macon County, Alabama",087,92403,01
29871.0,"Fort Davis CCD, Macon County, Alabama",087,91188,01
27692.0,"Shorter-Hardaway CCD, Macon County, Alabama",087,92898,01
27332.0,"Athens CCD, Limestone County, Alabama",083,90144,01
55518.0,"Mooresville CCD, Limestone County, Alabama",083,92232,01
-666666666.0,"Salem CCD, Limestone County, Alabama",083,92817,01
24792.0,"Montevallo CCD, Shelby County, Alabama",117,92205,01
25156.0,"Columbiana CCD, Shelby County, Alabama",117,90711,01
74911.0,"Calera CCD, Shelby County, Alabama",117,90450,01
69122.0,"Chelsea CCD, Shelby County, Alabama",117,90558,01
24727.0,"Vincent CCD, Shelby County, Alabama",117,93321,01
74325.0,"Alabaster-Helena CCD, Shelby County, Alabama",117,90036,01
-666666666.0,"Wilsonville CCD, Shelby County, Alabama",117,93474,01
52188.0,"Ragland CCD, St. Clair County, Alabama",115,92646,01
50972.0,"Moody CCD, St. Clair County, Alabama",115,92223,01
29032.0,"Ashville CCD, St. Clair County, Alabama",115,90135,01
16190.0,"Monroeville CCD, Monroe County, Alabama",099,92196,01
-666666666.0,"Uriah CCD, Monroe County, Alabama",099,93267,01
11304.0,"Vredenburgh CCD, Monroe County, Alabama",099,93339,01
13839.0,"Beatrice CCD, Monroe County, Alabama",099,90234,01
13244.0,"Frisco City CCD, Monroe County, Alabama",099,91233,01
10458.0,"Peterman CCD, Monroe County, Alabama",099,92520,01
-666666666.0,"Hatton CCD, Lawrence County, Alabama",079,91548,01
37875.0,"Hillsboro CCD, Lawrence County, Alabama",079,91629,01
12885.0,"Speake-Oakville CCD, Lawrence County, Alabama",079,92979,01
-666666666.0,"Morris Chapel CCD, Lawrence County, Alabama",079,92241,01
25664.0,"Town Creek-Courtland CCD, Lawrence County, Alabama",079,93159,01
-666666666.0,"Moulton CCD, Lawrence County, Alabama",079,92250,01
30700.0,"Mount Hope CCD, Lawrence County, Alabama",079,92286,01
40789.0,"Loachapoka-Roxana CCD, Lee County, Alabama",081,91944,01
25550.0,"Beauregard-Marvyn CCD, Lee County, Alabama",081,90243,01
